BodilySensationStrength_mean,MindSensationStrength_mean,EmotionIntensity_mean,Controllability_mean,LastTime_mean,BodilySensationStrength_meanZ,MindSensationStrength_meanZ,EmotionIntensity_meanZ,Controllability_meanZ,LastTime_meanZ,BodilySensationStrength_median,MindSensationStrength_median,EmotionIntensity_median,Controllability_median,LastTime_median,BodilySensationStrength_medianZ,MindSensationStrength_medianZ,EmotionIntensity_medianZ,Controllability_medianZ,LastTime_medianZ,Sensations
0.308229166666667,0.50975,0.376833333333333,0.0319791666666667,-0.89825,0.52601347623037,0.883681836658255,0.655652587334361,0.0488651832482528,-2.20326792880763,0.485,0.643,0.403,0.031,-0.978,0.529502404517075,0.763363265484279,0.427253632964988,0.0310107125742654,-2.25147397452362,Hearing
0.833203883495145,0.667029126213592,0.634135922330097,0.333961165048544,-0.64021359223301,2.21146678126509,1.24156486899995,1.07311725939222,0.600493066407266,-1.04092001049757,0.924,0.76,0.746,0.346,-0.764,1.61571414546966,0.996215082345103,0.963874234690505,0.360892579373737,-1.00575371577056,Feeling touch
0.387684210526316,0.395978947368421,0.253978947368421,-0.109473684210526,-0.774294736842105,0.654990063356727,0.618617362892625,0.386687267740983,-0.216880036906739,-1.54766961266733,0.556,0.53,0.046,-0.046,-0.91,0.627024571153056,0.590145159841188,0.0460324865882906,-0.0460324865882911,-1.52752442535521,Smelling
0.564395604395604,0.554615384615385,0.469604395604396,0.257758241758242,-0.842,1.07462442939315,0.863268571218034,0.683286801656218,0.629252319318041,-1.68985420590706,0.654,0.62,0.49,0.4,-0.916,0.782256550262956,0.725005087752999,0.536060336610566,0.423648930193602,-1.56358907984375,Tasting
0.809076923076922,0.294087912087912,-0.61,-0.181208791208791,-0.484615384615384,1.7157273805234,0.679237489405354,-1.02299444088841,-0.288908335689898,-0.707164777585524,0.914,0.534,-0.71,-0.23,-0.574,1.55130163787969,0.595724173900778,-0.887183863258093,-0.234189466759367,-0.653468041353989,Itching
0.682652173913043,-0.136652173913043,-0.611391304347826,0.0142173913043478,-0.285652173913044,1.31864057547546,-0.05559645449067,-0.889907603932833,0.0258150195103665,-0.459777576144819,0.872,-0.183,-0.63,0.035,-0.408,1.34142695380998,-0.185117998083192,-0.741416144081269,0.0350151793499471,-0.433211799870104,Numbness
0.878454545454546,0.580272727272727,-0.81825,-0.228227272727273,-0.401522727272727,2.18189336223286,1.17375882366513,-1.70360218764364,-0.350243751046268,-0.527938450637327,0.955,0.728,-0.95,-0.252,-0.535,1.88586491319753,0.924472123437188,-1.83178082306482,-0.257686438706512,-0.59712517732073,Feeling pain
0.829,0.274723404255319,-0.255255319148936,0.123212765957447,-0.482957446808511,1.92087416786612,0.43894065870612,-0.387539009488733,0.159748420688133,-0.648136158926991,0.91,0.432,-0.268,0.113,-0.622,1.52801764442588,0.462355576345435,-0.274709054849952,0.113485727970952,-0.728267138209432,Hotness
0.83,0.279897959183673,-0.567469387755102,0.382163265306122,-0.350469387755102,1.63573680629921,0.402635347089172,-0.943031436516991,0.700176576045947,-0.491991191378258,0.938,0.38,-0.666,0.49,-0.45,1.72139871857803,0.400059650056056,-0.803519914875044,0.536277687795872,-0.484839007890142,Coldness
0.750870370370371,0.326851851851852,-0.593425925925926,-0.295722222222222,-0.0592962962962963,1.65764147368261,0.846563566165486,-0.992229644580168,-0.322125448134574,0.183340577862082,0.87,0.496,-0.685,-0.36,-0.086,1.33331528432582,0.544336245081265,-0.838476533467227,-0.37707608950915,-0.0862216940489577,Dizziness
0.843669902912621,0.452388349514563,0.50421359223301,0.791359223300971,-0.744815533980582,1.98222174301263,1.0663201409707,0.956481741884203,1.48153828014547,-1.30281151385928,0.946,0.6,0.574,0.896,-0.824,1.79227360809084,0.693147180559945,0.653468041353989,1.4515553918368,-1.16915158779806,Movement
0.676481012658228,0.614430379746835,-0.151594936708861,0.129189873417722,-0.308405063291139,1.38855112902341,1.25736580323444,-0.234693265014615,0.147992139531634,-0.376493675134239,0.754,0.806,-0.184,0.224,-0.414,0.982161318499882,1.1155057874568,-0.186119730239922,0.227863471444526,-0.440429028439753,Acceleration
