266,(94-67)*15+15,0,9*15+15,266,(77-67)*15+15,133,(39-34)*15+15,0,22*15+15,266,(84-67)*15+15,0,21*15+15,0,26*15+15,0,25*15+15,133,(47-34)*15+15,266,(76-67)*15+15,266,(83-67)*15+15,0,29*15+15,266,(70-67)*15+15,133,(62-34)*15+15,133,(43-34)*15+15,0,23*15+15,0,18*15+15,266,(89-67)*15+15,133,(53-34)*15+15,0,4*15+15,133,(44-34)*15+15,266,(91-67)*15+15,266,(68-67)*15+15,0,5*15+15,0,31*15+15,0,14*15+15,0,16*15+15,133,(65-34)*15+15,0,27*15+15,133,(35-34)*15+15,266,(98-67)*15+15,133,(54-34)*15+15,0,15*15+15,133,(60-34)*15+15,133,(52-34)*15+15,266,(75-67)*15+15,0,28*15+15,133,(41-34)*15+15,266,(71-67)*15+15,133,(38-34)*15+15,133,(46-34)*15+15,0,32*15+15,266,(88-67)*15+15,0,11*15+15,133,(40-34)*15+15,133,(49-34)*15+15,0,20*15+15,133,(50-34)*15+15,266,(72-67)*15+15,0,12*15+15,133,(45-34)*15+15,0,17*15+15,266,(69-67)*15+15,133,(42-34)*15+15,133,(34-34)*15+15,0,7*15+15,266,(73-67)*15+15,133,(59-34)*15+15,0,1*15+15,266,(90-67)*15+15,0,6*15+15,0,24*15+15,266,(67-67)*15+15,133,(36-34)*15+15,266,(79-67)*15+15,0,33*15+15,133,(66-34)*15+15,266,(95-67)*15+15,266,(99-67)*15+15,266,(87-67)*15+15,133,(57-34)*15+15,266,(93-67)*15+15,266,(96-67)*15+15,266,(78-67)*15+15,133,(63-34)*15+15,266,(80-67)*15+15,0,3*15+15,266,(85-67)*15+15,0,30*15+15,266,(97-67)*15+15,0,19*15+15,0,8*15+15,133,(58-34)*15+15,266,(74-67)*15+15,0,13*15+15,266,(92-67)*15+15,0,10*15+15,133,(61-34)*15+15,266,(82-67)*15+15,133,(56-34)*15+15,133,(37-34)*15+15,133,(51-34)*15+15,266,(86-67)*15+15,0,2*15+15,133,(55-34)*15+15,133,(64-34)*15+15,133,(48-34)*15+15,266,(81-67)*15+15,0,0*15+15,1465215417
791,34,0,150,800,489,651,70,0,345,679,223,696,399,0,405,468,463,133,210,736,53,718,86,0,450,722,33,519,549,638,134,754,396,0,285,864,508,133,300,0,75,465,497,266,375,266,30,0,90,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,0,240,133,405,133,285,648,54,717,127,788,54,601,440,133,75,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,0,195,133,180,0,270,641,259,466,523,463,551,676,112,534,26,133,390,0,30,856,527,0,105,0,375,266,15,133,45,266,195,555,290,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,0,210,754,414,0,165,133,420,266,240,133,345,133,60,489,167,611,112,432,72,623,378,463,28,559,120,623,290,525,318,1465215888
791,34,711,222,800,489,651,70,0,345,679,223,696,399,0,405,468,463,133,210,736,53,718,86,0,450,722,33,519,549,638,134,754,396,0,285,864,508,133,300,0,75,465,497,266,375,266,30,0,90,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,0,240,133,405,133,285,648,54,717,127,788,54,601,440,133,75,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,0,195,133,180,0,270,641,259,466,523,463,551,676,112,534,26,133,390,0,30,856,527,476,474,0,375,266,15,133,45,266,195,555,290,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,133,345,133,60,489,167,611,112,432,72,623,378,463,28,559,120,623,290,525,318,1465215903
791,34,711,222,800,489,651,70,0,345,679,223,696,399,0,405,440,457,133,210,736,53,718,86,0,450,722,33,519,549,638,134,754,396,0,285,864,508,133,300,457,481,465,497,266,375,266,30,430,421,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,0,240,133,405,133,285,648,54,717,127,788,54,601,440,133,75,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,0,195,133,180,0,270,641,259,466,523,439,551,676,112,534,26,133,390,0,30,856,527,627,309,0,375,266,15,133,45,266,195,555,290,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,133,345,133,60,489,167,611,112,432,72,623,378,463,28,559,120,623,290,525,318,1465215918
791,34,711,222,800,489,651,70,0,345,679,223,696,399,0,405,445,473,133,210,736,53,718,86,0,450,722,33,519,549,638,134,754,396,0,285,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,133,285,648,54,717,127,788,54,601,440,133,75,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,0,195,133,180,0,270,641,259,436,529,438,547,676,112,534,26,133,390,0,30,856,527,627,309,0,375,266,15,133,45,266,195,555,290,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,133,345,133,60,489,167,611,112,432,72,623,378,463,28,559,120,623,290,525,318,1465215933
791,34,711,222,800,489,651,70,0,345,679,223,696,399,0,405,445,473,133,210,736,53,718,86,0,450,722,33,519,549,638,134,754,396,707,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,133,285,648,54,717,127,788,54,601,440,133,75,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,0,195,133,180,0,270,641,259,436,529,438,547,676,112,534,26,133,390,0,30,856,527,627,309,0,375,266,15,133,45,266,195,555,290,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,133,345,133,60,500,189,611,112,432,72,623,378,463,28,559,120,623,290,525,318,1465215948
791,34,711,222,800,489,651,70,0,345,679,223,696,399,0,405,445,473,133,210,736,53,718,86,0,450,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,133,285,648,54,717,127,788,54,601,440,133,75,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,0,195,133,180,0,270,641,259,436,529,438,547,676,112,534,26,133,390,576,57,856,527,627,309,0,375,266,15,133,45,266,195,555,290,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,133,345,133,60,500,189,611,112,432,72,623,378,463,28,559,120,623,290,525,318,1465215963
791,34,711,222,800,489,651,70,0,345,679,223,696,399,0,405,445,473,133,210,736,53,718,86,0,450,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,133,285,648,54,717,127,788,54,601,440,877,218,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,0,195,133,180,0,270,641,259,436,529,438,547,676,112,534,26,133,390,576,59,856,527,627,309,0,375,266,15,133,45,266,195,555,290,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,871,191,871,204,500,189,611,112,432,72,623,378,463,28,559,120,623,290,525,318,1465215978
791,34,711,222,800,489,651,70,0,345,679,223,696,399,0,405,445,473,133,210,736,53,718,86,0,450,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,133,285,648,54,717,127,788,54,601,440,881,236,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,0,195,133,180,0,270,626,221,436,529,438,547,676,112,534,26,133,390,576,59,856,527,627,309,0,375,266,15,133,45,266,195,555,290,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,623,290,525,318,1465215993
791,34,711,222,800,489,651,70,0,345,679,223,696,399,0,405,445,473,133,210,736,53,718,86,696,76,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,133,285,648,54,717,127,788,54,601,440,881,236,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,0,195,133,180,0,270,626,221,436,529,438,547,676,112,534,26,133,390,576,59,856,527,627,309,0,375,266,15,133,45,266,195,555,290,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,623,290,525,318,1465216008
791,34,711,222,800,489,651,70,0,345,679,223,696,399,0,405,445,473,133,210,736,53,718,86,674,88,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,133,285,648,54,717,127,788,54,601,440,881,236,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,0,195,133,180,0,270,626,221,436,529,438,547,676,112,534,26,133,390,576,59,856,527,627,309,0,375,266,15,133,45,266,195,555,290,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,623,290,525,318,1465216023
791,34,711,222,800,489,651,70,0,345,679,223,696,399,0,405,445,473,133,210,736,53,718,86,702,70,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,133,285,648,54,717,127,788,54,601,440,881,236,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,0,195,133,180,0,270,626,221,436,529,438,547,676,112,534,26,133,390,576,59,856,527,627,309,0,375,266,15,133,45,266,195,555,290,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,623,290,525,318,1465216038
791,34,711,222,800,489,651,70,0,345,679,223,696,399,0,405,445,473,451,194,736,53,718,86,702,70,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,133,285,648,54,717,127,788,54,601,440,881,236,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,626,221,436,529,438,547,676,112,534,26,133,390,576,59,856,527,627,309,0,375,266,15,133,45,266,195,555,290,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,623,290,525,318,1465216053
791,34,711,222,800,489,651,70,0,345,683,236,696,399,0,405,445,473,687,253,736,53,718,86,702,70,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,711,142,648,54,717,127,788,54,601,440,881,236,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,626,221,436,529,438,547,676,112,534,26,490,119,576,59,856,527,627,309,0,375,266,15,133,45,266,195,555,290,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,623,290,525,318,1465216068
791,34,711,222,800,489,658,69,0,345,683,236,696,399,0,405,445,473,687,253,736,53,718,86,702,70,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,711,142,648,54,717,127,788,54,601,440,881,236,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,626,221,436,529,438,547,676,112,534,26,529,70,576,59,856,527,627,309,0,375,266,15,133,45,266,195,555,290,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,623,290,525,318,1465216083
791,34,711,222,800,489,658,69,0,345,683,236,696,399,0,405,445,473,687,253,736,53,718,86,702,70,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,711,142,648,54,717,127,788,54,601,440,881,236,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,626,221,436,529,438,547,676,112,534,26,529,70,576,59,856,527,601,279,0,375,266,15,133,45,266,195,543,280,133,495,266,435,266,495,266,315,133,360,266,405,266,450,266,180,133,450,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,506,316,497,337,1465216098
791,34,711,222,800,489,658,69,0,345,683,236,696,399,0,405,445,473,687,253,736,53,718,86,702,70,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,711,142,648,54,717,127,788,54,601,440,881,236,133,195,0,495,875,459,0,180,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,626,221,436,529,438,547,676,112,534,26,529,70,576,59,856,527,601,279,0,375,266,15,133,45,266,195,543,280,872,306,266,435,875,292,266,315,133,360,901,362,266,450,266,180,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,506,316,497,337,1465216113
791,34,711,222,800,489,658,69,0,345,683,236,696,399,0,405,445,473,687,253,736,53,718,86,702,70,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,711,142,648,54,717,127,788,54,601,440,881,236,884,250,0,495,875,459,599,140,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,626,221,436,529,438,547,676,112,534,26,529,70,576,59,856,527,601,279,0,375,266,15,133,45,266,195,543,280,872,306,260,429,875,292,266,315,133,360,883,331,865,346,266,180,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,506,316,497,337,1465216128
791,34,711,222,800,489,658,69,0,345,683,236,696,399,0,405,445,473,687,253,736,53,718,86,702,70,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,711,142,648,54,717,127,788,54,601,440,881,236,884,250,0,495,875,459,774,127,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,626,221,436,529,438,547,676,112,534,26,529,70,576,59,856,527,601,279,0,375,266,15,133,45,266,195,543,280,872,306,260,429,875,292,266,315,133,360,883,331,865,346,266,180,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,506,316,497,337,1465216143
791,34,711,222,800,489,658,69,0,345,683,236,696,399,0,405,445,473,687,253,736,53,718,86,702,70,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,711,142,648,54,717,127,788,54,601,440,881,236,884,250,0,495,875,459,587,157,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,626,221,436,529,438,547,676,112,534,26,529,70,576,59,856,527,601,279,0,375,266,15,133,45,266,195,543,280,872,306,260,429,875,292,266,315,133,360,883,331,865,346,266,180,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,506,316,497,337,1465216158
791,34,711,222,800,489,658,69,0,345,683,236,696,399,0,405,445,473,687,253,736,53,718,86,702,70,722,33,519,549,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,133,405,711,142,648,54,717,127,788,54,601,440,881,236,884,250,0,495,875,459,587,157,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,626,221,436,529,438,547,676,112,534,26,529,70,576,59,856,527,601,279,0,375,266,15,133,45,266,195,543,280,872,306,260,429,875,292,266,315,133,360,883,331,865,346,266,180,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,506,316,497,337,1465216173
791,34,711,222,800,489,658,69,0,345,683,236,696,399,0,405,445,473,687,253,736,53,718,86,702,70,722,33,528,545,638,134,754,396,690,16,864,508,133,300,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,673,501,711,142,648,54,717,127,788,54,601,440,881,236,884,250,0,495,875,459,587,157,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,626,221,436,529,438,547,676,112,534,26,529,70,576,59,856,527,601,279,0,375,266,15,133,45,266,195,543,280,872,306,260,429,875,292,266,315,133,360,883,331,865,346,266,180,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,506,316,497,337,1465216188
791,34,711,222,800,489,658,69,0,345,683,236,696,399,0,405,445,473,687,253,736,53,718,86,702,70,722,33,528,545,638,134,754,396,690,16,864,508,801,114,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,133,315,713,237,673,501,711,142,648,54,717,127,788,54,601,440,881,236,884,250,0,495,875,459,587,157,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,626,221,436,529,438,547,676,112,534,26,529,70,576,59,856,527,601,279,0,375,266,15,133,45,266,195,543,280,872,306,260,429,875,292,266,315,133,360,883,331,865,346,266,180,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,506,316,497,337,1465216203
791,34,711,222,800,489,658,69,0,345,683,236,696,399,0,405,445,473,687,253,736,53,718,86,702,70,722,33,528,545,638,134,754,396,690,16,864,508,801,114,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,653,552,713,237,673,501,711,142,648,54,717,127,788,54,601,440,881,236,884,250,0,495,875,459,587,157,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,626,221,436,529,438,547,676,112,534,26,529,70,576,59,856,527,601,279,0,375,266,15,871,358,266,195,543,280,872,306,260,429,875,292,266,315,133,360,883,331,865,346,266,180,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,506,316,497,337,1465216218
791,34,711,222,800,489,658,69,0,345,683,236,696,399,0,405,445,473,687,253,736,53,718,86,702,70,722,33,528,545,638,134,754,396,690,16,864,508,801,114,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,653,552,713,237,673,501,711,142,648,54,717,127,788,54,601,440,881,236,884,250,0,495,875,459,587,157,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,626,221,436,529,438,547,676,112,534,26,529,70,576,59,856,527,601,279,0,375,266,15,871,358,266,195,543,280,872,306,260,429,875,292,266,315,133,360,883,331,865,346,266,180,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,463,28,559,120,506,316,497,337,1465216233
791,34,711,222,800,489,658,69,0,345,683,236,696,399,0,405,445,473,687,253,736,53,718,86,702,70,722,33,528,545,638,134,754,396,690,16,864,508,801,114,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,653,552,713,237,673,501,711,142,648,54,717,127,788,54,601,440,881,236,884,250,0,495,875,459,587,157,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,626,221,436,529,438,547,676,112,534,26,529,70,576,59,856,527,601,279,0,375,266,15,871,358,266,195,543,280,872,306,260,429,875,292,266,315,133,360,883,331,865,346,266,180,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,875,204,875,219,500,189,611,112,432,72,623,378,816,150,559,120,506,316,497,337,1465216248
791,34,711,222,800,489,658,69,0,345,683,236,696,399,0,405,445,473,687,253,736,53,718,86,702,70,722,33,528,545,638,134,754,396,690,16,864,508,801,114,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,653,552,713,237,673,501,711,142,648,54,717,127,788,54,601,440,871,236,884,250,0,495,875,459,587,157,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,490,225,436,529,438,547,676,112,534,26,529,70,576,59,856,527,601,286,0,375,266,15,871,358,266,195,600,266,872,306,260,429,875,292,266,315,133,360,883,331,865,346,266,180,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,761,270,760,292,500,189,611,112,432,72,623,378,492,206,559,120,506,316,497,337,1465216263
791,34,930,152,800,489,658,69,0,345,894,164,696,399,0,405,445,473,886,180,736,53,718,86,702,70,722,33,528,545,638,134,754,396,690,16,864,508,801,114,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,653,552,919,166,673,501,711,142,648,54,717,127,788,54,601,440,766,310,769,335,0,495,875,459,587,157,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,490,225,436,529,438,547,676,112,534,26,529,70,576,59,856,527,601,286,0,375,266,15,871,358,266,195,600,266,872,306,260,429,875,292,266,315,133,360,883,331,865,346,266,180,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,761,270,760,292,500,189,611,112,432,72,623,378,492,206,559,120,506,316,497,337,1465216278
791,34,930,152,800,489,658,69,0,345,894,164,696,399,873,481,445,473,886,180,736,53,718,86,702,70,722,33,528,545,638,134,754,396,690,16,864,508,801,114,440,487,439,508,266,375,266,30,432,450,0,480,0,225,627,529,757,77,710,522,840,82,762,97,653,552,919,166,673,501,711,142,648,54,717,127,788,54,601,440,766,310,769,335,0,495,875,459,587,157,582,88,133,240,0,315,859,41,674,446,902,26,133,180,648,158,490,225,436,529,438,547,676,112,534,26,529,70,576,59,856,527,598,279,0,375,266,15,871,358,266,195,600,266,872,306,260,429,875,292,871,279,880,372,883,331,865,346,266,180,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,761,270,760,292,500,189,611,112,432,72,623,378,492,206,559,120,506,316,497,337,1465216293
791,34,930,152,800,489,658,69,0,345,894,164,696,399,873,481,445,473,886,180,736,53,718,86,702,70,722,33,528,545,638,134,754,396,690,16,864,508,801,114,440,487,439,508,266,375,266,30,432,450,0,480,772,473,627,529,757,77,710,522,840,82,762,97,653,552,919,166,673,501,711,142,648,54,717,127,788,54,601,440,766,310,769,335,0,495,875,459,587,157,582,88,133,240,0,315,859,41,674,446,902,26,590,254,648,158,490,225,436,529,438,547,676,112,534,26,529,70,576,59,856,527,598,279,0,375,266,15,871,358,266,195,600,266,872,306,260,429,875,292,871,279,880,372,883,331,865,346,871,258,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,761,270,760,292,500,189,611,112,432,72,623,378,492,206,559,120,506,316,497,337,1465216308
791,34,930,152,800,489,658,69,0,345,894,164,696,399,873,481,445,473,886,180,736,53,718,86,702,70,722,33,528,545,638,134,754,396,690,16,864,508,801,114,440,487,439,508,266,375,266,30,432,450,0,480,772,473,627,529,757,77,710,522,840,82,762,97,653,552,919,166,673,501,711,142,648,54,717,127,788,54,601,440,766,310,769,335,0,495,875,459,587,157,582,88,133,240,0,315,859,41,674,446,902,26,590,254,648,158,490,225,436,529,438,547,676,112,534,26,529,70,576,59,856,527,598,279,0,375,266,15,871,358,891,100,600,266,872,306,260,429,875,292,871,279,880,372,883,331,865,346,871,258,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,133,420,266,240,761,270,760,292,500,189,611,112,432,72,623,378,492,206,559,120,451,337,453,355,1465216323
791,34,930,152,800,489,658,69,0,345,894,164,696,399,873,481,445,473,886,180,736,53,718,86,702,70,722,33,528,545,638,134,754,396,690,16,864,508,801,114,440,487,439,508,266,375,266,30,432,450,0,480,772,473,627,529,757,77,710,522,840,82,762,97,653,552,919,166,673,501,711,142,648,54,717,127,788,54,601,440,773,295,770,311,0,495,875,459,587,157,582,88,133,240,0,315,859,41,674,446,902,26,590,254,648,158,490,225,436,529,438,547,676,112,534,26,529,70,576,59,856,527,598,279,0,375,266,15,871,358,891,100,600,266,872,306,260,429,875,292,871,279,880,372,883,331,865,346,871,258,852,319,417,128,419,108,524,44,463,130,420,89,576,35,422,54,411,147,464,146,461,72,754,414,0,165,694,255,266,240,770,275,767,286,500,189,611,112,432,72,623,378,492,206,559,120,451,337,453,355,1465216338
