266,(98-67)*15+15,133,(40-34)*15+15,266,(72-67)*15+15,266,(94-67)*15+15,266,(87-67)*15+15,266,(89-67)*15+15,266,(96-67)*15+15,266,(70-67)*15+15,133,(66-34)*15+15,0,17*15+15,0,20*15+15,133,(65-34)*15+15,0,1*15+15,266,(76-67)*15+15,0,9*15+15,266,(91-67)*15+15,133,(60-34)*15+15,133,(47-34)*15+15,133,(58-34)*15+15,133,(53-34)*15+15,133,(37-34)*15+15,0,23*15+15,0,16*15+15,0,26*15+15,266,(75-67)*15+15,0,13*15+15,133,(44-34)*15+15,266,(69-67)*15+15,133,(62-34)*15+15,133,(56-34)*15+15,0,29*15+15,0,7*15+15,266,(83-67)*15+15,133,(50-34)*15+15,0,24*15+15,266,(86-67)*15+15,133,(57-34)*15+15,0,0*15+15,266,(82-67)*15+15,133,(54-34)*15+15,266,(88-67)*15+15,133,(59-34)*15+15,0,22*15+15,0,27*15+15,266,(67-67)*15+15,133,(49-34)*15+15,0,25*15+15,133,(64-34)*15+15,266,(95-67)*15+15,0,2*15+15,266,(84-67)*15+15,0,11*15+15,266,(68-67)*15+15,0,10*15+15,0,4*15+15,0,19*15+15,133,(39-34)*15+15,266,(73-67)*15+15,266,(80-67)*15+15,266,(71-67)*15+15,133,(46-34)*15+15,0,14*15+15,0,33*15+15,0,18*15+15,133,(51-34)*15+15,133,(45-34)*15+15,266,(81-67)*15+15,133,(55-34)*15+15,133,(61-34)*15+15,266,(97-67)*15+15,133,(42-34)*15+15,133,(36-34)*15+15,0,30*15+15,133,(34-34)*15+15,0,5*15+15,0,15*15+15,133,(35-34)*15+15,266,(99-67)*15+15,0,32*15+15,0,28*15+15,133,(63-34)*15+15,133,(52-34)*15+15,0,12*15+15,266,(77-67)*15+15,266,(85-67)*15+15,266,(92-67)*15+15,0,3*15+15,0,8*15+15,266,(74-67)*15+15,266,(90-67)*15+15,0,6*15+15,133,(43-34)*15+15,133,(41-34)*15+15,266,(79-67)*15+15,133,(48-34)*15+15,266,(93-67)*15+15,266,(78-67)*15+15,0,31*15+15,0,21*15+15,133,(38-34)*15+15,1470386683
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,0,270,0,315,133,480,432,81,266,150,662,418,266,375,133,405,133,210,133,375,133,300,133,60,0,360,0,255,0,405,266,135,0,210,133,165,266,44,133,435,133,345,0,450,0,120,266,255,133,255,0,375,266,300,133,360,480,61,266,240,133,315,266,330,133,390,0,345,0,420,266,15,133,240,0,390,133,465,266,435,640,397,266,270,745,373,266,30,620,427,714,427,0,300,133,90,266,105,266,210,266,75,133,195,0,225,0,510,0,285,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,0,465,133,15,652,380,0,240,133,30,266,495,0,495,0,435,133,450,133,285,0,195,266,165,266,285,266,390,651,461,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,0,480,0,330,133,75,1470386868
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,0,270,0,315,133,480,525,154,266,150,662,418,266,375,133,405,133,210,133,375,133,300,133,60,0,360,0,255,0,405,266,135,0,210,133,165,266,44,133,435,133,345,0,450,0,120,266,255,133,255,0,375,266,300,133,360,558,139,266,240,133,315,266,330,133,390,0,345,0,420,266,15,133,240,0,390,133,465,266,435,640,397,266,270,730,370,266,30,620,427,714,427,0,300,133,90,266,105,266,210,266,75,133,195,0,225,0,510,0,285,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,0,465,133,15,652,380,0,240,133,30,266,495,0,495,0,435,133,450,133,285,627,97,266,165,266,285,266,390,651,461,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,0,480,0,330,133,75,1470386883
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,0,270,0,315,133,480,525,154,266,150,662,418,266,375,133,405,133,210,133,375,133,300,133,60,0,360,0,255,0,405,266,135,713,343,133,165,266,44,133,435,133,345,0,450,0,120,266,255,133,255,0,375,266,300,133,360,558,139,266,240,133,315,266,330,133,390,0,345,0,420,266,15,133,240,0,390,133,465,266,435,640,397,266,270,730,370,266,30,620,427,714,427,0,300,133,90,266,105,266,210,266,75,133,195,685,401,0,510,0,285,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,0,465,133,15,652,380,0,240,133,30,266,495,0,495,0,435,133,450,133,285,627,97,266,165,266,285,266,390,651,461,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,0,480,0,330,133,75,1470386898
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,0,270,0,315,133,480,525,154,266,150,662,418,266,375,133,405,133,210,133,375,133,300,133,60,0,360,0,255,0,405,266,135,713,343,133,165,266,44,133,435,133,345,0,450,0,120,266,255,133,255,0,375,266,300,133,360,558,139,266,240,133,315,266,330,133,390,0,345,0,420,266,15,133,240,0,390,133,465,266,435,640,397,266,270,730,370,266,30,620,427,714,427,0,300,133,90,266,105,266,210,266,75,133,195,685,401,0,510,0,285,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,0,465,133,15,652,380,636,454,133,30,266,495,0,495,0,435,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,0,480,0,330,133,75,1470386913
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,0,315,133,480,525,154,266,150,662,418,266,375,133,405,133,210,133,375,133,300,133,60,0,360,693,298,0,405,266,135,713,343,133,165,266,44,133,435,133,345,0,450,0,120,266,255,133,255,0,375,266,300,133,360,558,139,266,240,133,315,266,330,133,390,0,345,0,420,266,15,133,240,0,390,133,465,266,435,640,397,266,270,730,370,266,30,620,427,714,427,0,300,133,90,266,105,266,210,266,75,133,195,685,401,0,510,671,460,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,0,465,133,15,650,443,636,454,133,30,266,495,0,495,0,435,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,0,480,0,330,133,75,1470386928
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,0,315,133,480,525,154,266,150,662,418,266,375,133,405,133,210,133,375,133,300,133,60,0,360,693,298,0,405,266,135,713,343,133,165,266,44,133,435,133,345,0,450,0,120,266,255,133,255,0,375,266,300,133,360,558,139,266,240,133,315,266,330,133,390,660,115,0,420,266,15,133,240,0,390,133,465,266,435,640,397,266,270,730,370,266,30,620,427,714,427,0,300,133,90,266,105,266,210,266,75,133,195,685,401,0,510,656,465,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,0,465,133,15,650,443,636,454,133,30,266,495,0,495,0,435,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,0,480,0,330,133,75,1470386943
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,0,315,133,480,525,154,266,150,662,418,266,375,133,405,133,210,133,375,133,300,133,60,0,360,693,298,0,405,266,135,713,343,133,165,266,44,133,435,133,345,0,450,0,120,266,255,133,255,0,375,266,300,133,360,558,139,266,240,133,315,266,330,133,390,611,116,0,420,266,15,133,240,0,390,133,465,266,435,640,397,266,270,730,370,266,30,620,427,661,433,804,429,133,90,266,105,266,210,266,75,133,195,685,401,0,510,656,465,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,0,465,133,15,650,443,636,454,133,30,266,495,0,495,0,435,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,0,480,0,330,133,75,1470386958
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,0,315,133,480,525,154,266,150,662,418,266,375,133,405,133,210,133,375,133,300,133,60,0,360,693,298,0,405,266,135,713,343,133,165,266,44,133,435,133,345,0,450,0,120,266,255,133,255,0,375,266,300,133,360,558,139,266,240,133,315,266,330,133,390,611,116,0,420,266,15,133,240,0,390,133,465,266,435,640,380,266,270,730,370,266,30,620,427,662,428,733,429,133,90,266,105,266,210,266,75,133,195,686,394,0,510,656,465,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,0,465,133,15,650,443,636,454,133,30,266,495,0,495,0,435,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,0,480,0,330,133,75,1470386973
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,578,154,133,480,525,154,266,150,667,422,266,375,133,405,133,210,133,375,133,300,133,60,0,360,693,298,0,405,266,135,713,343,133,165,266,44,133,435,133,345,0,450,0,120,266,255,133,255,0,375,266,300,133,360,558,139,266,240,133,315,266,330,133,390,611,116,0,420,266,15,133,240,0,390,133,465,266,435,640,380,266,270,730,370,266,30,620,427,654,404,719,427,133,90,266,105,266,210,266,75,133,195,686,394,0,510,656,465,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,0,465,133,15,650,443,636,454,133,30,266,495,0,495,0,435,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,0,480,0,330,133,75,1470386988
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,578,154,133,480,525,154,266,150,667,422,266,375,133,405,133,210,133,375,133,300,133,60,576,401,693,298,0,405,266,135,713,343,133,165,266,44,133,435,133,345,0,450,0,120,266,255,133,255,0,375,266,300,133,360,558,139,266,240,133,315,266,330,133,390,611,116,0,420,266,15,133,240,0,390,133,465,266,435,640,380,266,270,730,370,266,30,620,427,654,404,719,427,133,90,266,105,266,210,266,75,133,195,686,394,0,510,656,465,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,0,465,133,15,650,443,636,454,133,30,266,495,0,495,0,435,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,0,480,768,384,133,75,1470387003
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,578,154,133,480,525,154,266,150,667,422,266,375,133,405,133,210,133,375,133,300,133,60,580,403,693,298,0,405,266,135,713,343,133,165,266,44,133,435,133,345,0,450,0,120,266,255,133,255,785,198,266,300,133,360,558,139,266,240,133,315,266,330,133,390,611,116,0,420,266,15,133,240,758,396,133,465,266,435,640,380,266,270,730,370,266,30,620,427,654,404,719,427,133,90,266,105,266,210,266,75,133,195,686,394,0,510,656,465,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,0,465,133,15,650,443,636,454,133,30,266,495,0,495,0,435,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,0,480,768,384,133,75,1470387018
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,578,154,133,480,525,154,266,150,667,422,266,375,133,405,133,210,133,375,133,300,133,60,580,403,693,298,647,259,266,135,713,343,133,165,266,44,133,435,133,345,0,450,0,120,266,255,133,255,785,198,266,300,133,360,558,139,266,240,133,315,266,330,133,390,611,116,0,420,266,15,133,240,761,398,133,465,266,435,640,380,266,270,730,370,266,30,620,427,654,404,719,427,133,90,266,105,266,210,266,75,133,195,686,394,0,510,656,465,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,0,465,133,15,650,443,636,454,133,30,266,495,0,495,0,435,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,0,480,768,384,133,75,1470387033
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,578,154,133,480,525,154,266,150,667,422,266,375,133,405,133,210,133,375,133,300,133,60,580,403,693,298,647,259,266,135,713,343,133,165,266,44,133,435,133,345,475,268,0,120,266,255,133,255,785,198,266,300,133,360,558,139,266,240,133,315,266,330,133,390,611,116,847,385,266,15,133,240,761,398,133,465,266,435,640,380,266,270,730,370,266,30,620,427,654,404,719,427,133,90,266,105,266,210,266,75,133,195,686,394,0,510,656,465,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,0,465,133,15,650,443,636,454,133,30,266,495,0,495,676,246,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,0,480,768,384,133,75,1470387048
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,578,154,133,480,525,154,266,150,667,422,266,375,133,405,133,210,133,375,133,300,133,60,580,403,693,298,647,259,266,135,713,343,133,165,266,44,133,435,133,345,588,172,0,120,266,255,133,255,785,198,266,300,133,360,558,139,266,240,133,315,266,330,133,390,611,116,847,385,266,15,133,240,761,398,133,465,266,435,640,380,266,270,730,370,266,30,620,427,654,404,719,427,133,90,266,105,266,210,266,75,133,195,686,394,0,510,656,465,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,725,444,133,15,650,443,636,454,133,30,266,495,0,495,676,246,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,0,480,768,384,133,75,1470387063
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,578,154,133,480,525,154,266,150,667,422,266,375,133,405,133,210,133,375,133,300,133,60,580,403,693,298,647,259,266,135,713,343,133,165,266,44,133,435,133,345,588,172,0,120,266,255,133,255,785,198,266,300,133,360,558,139,266,240,133,315,266,330,133,390,611,116,847,385,266,15,133,240,761,398,133,465,266,435,640,380,266,270,730,370,266,30,620,427,654,404,719,427,133,90,266,105,266,210,266,75,133,195,686,394,0,510,656,465,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,725,444,133,15,650,443,636,454,133,30,266,495,0,495,676,246,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,736,119,768,384,133,75,1470387078
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,578,154,133,480,525,154,266,150,667,422,266,375,133,405,133,210,133,375,133,300,133,60,580,403,693,298,647,259,266,135,713,343,133,165,266,44,133,435,133,345,588,172,0,120,266,255,133,255,785,198,266,300,133,360,558,139,266,240,133,315,266,330,133,390,611,116,847,385,266,15,133,240,761,398,133,465,266,435,640,380,266,270,730,370,266,30,620,427,654,404,719,427,133,90,266,105,266,210,266,75,133,195,686,394,0,510,656,465,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,725,444,133,15,650,443,636,454,133,30,266,495,0,495,676,246,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,736,119,768,384,133,75,1470387093
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,578,154,133,480,525,154,266,150,665,526,266,375,133,405,133,210,133,375,133,300,133,60,580,403,693,298,647,259,266,135,713,343,133,165,266,44,133,435,133,345,588,172,0,120,266,255,133,255,785,198,266,300,133,360,558,139,266,240,133,315,266,330,133,390,611,116,847,385,266,15,133,240,761,398,133,465,266,435,640,380,266,270,730,370,266,30,618,531,654,404,718,529,133,90,266,105,266,210,266,75,133,195,686,394,0,510,656,465,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,725,444,133,15,650,443,636,454,133,30,266,495,0,495,676,246,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,736,119,768,384,133,75,1470387108
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,578,154,133,480,525,154,266,150,665,526,266,375,133,405,133,210,133,375,133,300,133,60,580,403,693,298,647,259,266,135,713,343,133,165,266,44,133,435,133,345,588,172,0,120,266,255,133,255,785,198,266,300,133,360,558,139,266,240,133,315,266,330,133,390,611,116,847,385,266,15,133,240,761,398,133,465,266,435,640,380,266,270,730,370,266,30,618,531,654,404,718,529,133,90,266,105,266,210,266,75,133,195,686,394,0,510,601,506,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,725,444,133,15,638,495,672,508,133,30,266,495,0,495,676,246,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,736,119,768,384,133,75,1470387123
266,480,133,105,266,90,266,420,266,315,266,345,266,450,266,60,133,495,9,274,578,154,133,480,525,154,266,150,665,526,266,375,133,405,133,210,133,375,133,300,133,60,580,403,693,298,647,259,266,135,767,297,133,165,266,44,133,435,133,345,588,172,0,120,266,255,133,255,785,198,266,300,133,360,558,139,266,240,133,315,266,330,133,390,611,116,847,385,266,15,133,240,761,398,133,465,266,435,640,380,266,270,730,370,266,30,618,531,654,404,718,529,133,90,266,105,266,210,266,75,133,195,686,394,613,297,601,506,133,270,133,180,266,225,133,330,133,420,266,465,133,135,133,45,716,488,133,15,638,495,672,508,133,30,266,495,0,495,676,246,133,450,133,285,627,97,266,165,266,285,266,390,809,365,750,358,266,120,266,360,801,342,133,150,133,120,266,195,133,225,266,405,266,180,736,119,768,384,133,75,1470387138
