133,(45-34)*15+15,133,(60-34)*15+15,133,(42-34)*15+15,0,17*15+15,0,18*15+15,0,10*15+15,266,(83-67)*15+15,0,24*15+15,0,25*15+15,266,(82-67)*15+15,0,9*15+15,266,(79-67)*15+15,133,(41-34)*15+15,266,(72-67)*15+15,133,(46-34)*15+15,266,(92-67)*15+15,133,(65-34)*15+15,266,(93-67)*15+15,133,(44-34)*15+15,133,(40-34)*15+15,0,30*15+15,0,12*15+15,266,(96-67)*15+15,133,(56-34)*15+15,266,(70-67)*15+15,0,29*15+15,133,(61-34)*15+15,266,(81-67)*15+15,266,(98-67)*15+15,0,6*15+15,266,(97-67)*15+15,133,(55-34)*15+15,0,2*15+15,266,(86-67)*15+15,0,11*15+15,0,33*15+15,0,27*15+15,133,(47-34)*15+15,266,(75-67)*15+15,266,(76-67)*15+15,0,16*15+15,133,(34-34)*15+15,133,(59-34)*15+15,0,21*15+15,266,(85-67)*15+15,266,(67-67)*15+15,133,(50-34)*15+15,0,19*15+15,0,4*15+15,266,(87-67)*15+15,0,23*15+15,133,(58-34)*15+15,133,(51-34)*15+15,133,(54-34)*15+15,0,3*15+15,0,28*15+15,266,(88-67)*15+15,133,(62-34)*15+15,133,(39-34)*15+15,133,(35-34)*15+15,133,(63-34)*15+15,0,22*15+15,133,(36-34)*15+15,133,(66-34)*15+15,266,(99-67)*15+15,133,(53-34)*15+15,0,8*15+15,133,(48-34)*15+15,0,7*15+15,266,(68-67)*15+15,266,(77-67)*15+15,133,(64-34)*15+15,266,(78-67)*15+15,133,(52-34)*15+15,266,(94-67)*15+15,0,31*15+15,266,(90-67)*15+15,0,15*15+15,266,(74-67)*15+15,266,(80-67)*15+15,266,(84-67)*15+15,0,32*15+15,266,(95-67)*15+15,133,(38-34)*15+15,266,(89-67)*15+15,133,(37-34)*15+15,266,(73-67)*15+15,0,14*15+15,133,(43-34)*15+15,0,26*15+15,266,(91-67)*15+15,0,1*15+15,0,5*15+15,266,(71-67)*15+15,0,0*15+15,133,(57-34)*15+15,266,(69-67)*15+15,0,13*15+15,133,(49-34)*15+15,0,20*15+15,1469795497
133,180,133,405,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,415,101,266,195,133,120,505,81,133,195,266,390,133,480,266,405,133,165,414,81,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,266,300,0,180,0,510,0,420,133,210,259,125,266,150,448,22,496,42,415,22,0,330,468,40,266,15,546,41,501,22,412,67,266,315,0,360,133,375,133,270,133,315,0,60,0,435,266,330,133,435,415,42,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,507,32,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,0,405,266,375,438,32,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795727
133,180,133,405,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,415,101,266,195,133,120,505,81,133,195,266,390,133,480,266,405,133,165,414,81,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,266,300,0,180,659,264,0,420,133,210,259,125,266,150,448,22,496,42,415,22,0,330,468,40,266,15,546,41,501,22,412,67,266,315,0,360,133,375,133,270,133,315,0,60,0,435,266,330,133,435,415,42,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,507,32,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,0,405,266,375,438,32,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795742
133,180,133,405,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,415,101,266,195,133,120,505,81,133,195,266,390,133,480,266,405,133,165,414,81,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,266,300,0,180,5,147,0,420,133,210,259,125,266,150,448,22,496,42,415,22,0,330,468,40,266,15,546,41,501,22,412,67,266,315,0,360,133,375,133,270,133,315,0,60,0,435,266,330,133,435,415,42,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,507,32,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,16,391,266,375,438,32,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795757
133,180,133,405,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,709,159,266,195,133,120,773,165,133,195,266,390,133,480,266,405,133,165,705,182,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,266,300,0,180,5,147,0,420,133,210,259,125,266,150,448,22,496,42,415,22,0,330,468,40,266,15,546,41,501,22,412,67,266,315,0,360,133,375,133,270,133,315,0,60,0,435,266,330,133,435,415,42,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,507,32,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,16,391,266,375,438,32,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795772
133,180,133,405,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,133,120,762,167,133,195,266,390,133,480,266,405,133,165,705,182,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,266,300,0,180,5,147,0,420,133,210,259,125,266,150,448,22,496,42,734,241,0,330,468,40,266,15,546,41,501,22,761,218,266,315,0,360,133,375,133,270,133,315,0,60,0,435,266,330,133,435,415,42,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,507,32,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,16,391,266,375,759,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795787
133,180,133,405,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,133,120,762,167,133,195,266,390,133,480,266,405,133,165,705,182,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,266,300,0,180,5,147,0,420,133,210,259,125,266,150,828,242,496,42,734,241,0,330,468,40,266,15,546,41,879,244,761,218,266,315,0,360,133,375,133,270,133,315,0,60,0,435,266,330,133,435,415,42,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,507,32,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,16,391,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795802
133,180,133,405,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,133,120,762,167,133,195,266,390,133,480,266,405,133,165,705,182,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,266,300,0,180,5,147,0,420,133,210,259,125,266,150,828,242,496,42,734,241,0,330,468,40,266,15,546,41,878,242,761,218,266,315,0,360,133,375,133,270,133,315,0,60,0,435,266,330,133,435,652,250,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,952,253,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,16,391,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795817
133,180,133,405,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,133,120,762,167,133,195,266,390,133,480,266,405,133,165,705,182,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,266,300,0,180,5,147,0,420,133,210,259,125,266,150,828,242,768,254,734,241,0,330,735,259,266,15,824,255,878,242,761,218,266,315,0,360,133,375,133,270,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,952,253,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,16,391,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795832
133,180,133,405,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,133,120,762,167,133,195,266,390,133,480,266,405,133,165,705,182,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,266,300,0,180,5,147,0,420,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,133,270,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,913,253,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,16,391,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795847
133,180,745,125,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,133,120,762,167,133,195,266,390,133,480,266,405,133,165,705,182,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,266,300,0,180,5,147,0,420,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,133,270,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,819,254,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,16,391,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795862
133,180,649,188,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,133,120,762,167,133,195,266,390,133,480,266,405,133,165,705,182,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,256,299,0,180,5,147,0,420,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,133,270,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,819,254,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,16,391,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795877
133,180,649,188,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,133,120,762,167,133,195,266,390,629,11,266,405,133,165,705,182,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,256,299,0,180,5,147,0,420,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,133,270,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,819,254,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,44,398,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795892
133,180,649,188,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,133,120,762,167,133,195,266,390,153,385,701,196,133,165,705,182,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,256,299,0,180,5,147,0,420,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,133,270,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,819,254,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,44,398,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795907
133,180,649,188,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,136,112,762,167,133,195,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,256,299,0,180,5,147,0,420,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,133,270,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,819,254,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,44,398,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795922
133,180,649,188,133,135,0,270,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,136,112,762,167,133,195,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,133,345,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,256,299,0,180,760,71,0,420,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,744,53,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,819,254,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,44,398,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795937
133,180,649,188,133,135,3,276,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,136,112,762,167,133,195,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,256,299,0,180,760,71,0,420,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,744,53,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,819,254,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,44,398,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795952
